제목,인원,참가비,기관명,세부정보,주소,위도,경도
카드지갑만들기(공예 체험),0,"15,000원",미미살롱 경산점,다양한 직업을 알고 코바늘 마스터 강사의 직업에 대해 알아본다나의 장점과 특성을 알고 하고 싶은 직업을 생각해본다사전 준비코바늘 마스터 강사의 하는일을 알아보고 검색하기주요내용도입참석자 확인체험처 및 진행강사 소개진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의사항 전달하기본활동다양한 직업과 직업별 하는 일 알아보기코바늘 마스터 강사 직업군 소개하기코바늘 마스터 강사의 하는일에 대해 소개하기 우리 주변의 성공적인 직업인 찾아보기코바늘 마스터 강사 성공한 사진을 보여주고 설명하기성공하기까지의 과정 간략히 들려주기코바늘 마스터 강사를 하기 위한 필요한 강점 알아보기나의 꿈 찾아보기나의 강점과 성향 말해보기나의 강점이 필요한 직업 생각해보기마무리체험 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감발표수료식 및 기념촬영사후활동본인의 장점과 특성을 생각하고 꿈을 이룬 나의 모습을 생각하며 이야기 나누어 보기코바늘 마스터 강사라는 직업군을 알고 나의 직업과 진로를 찾아보기사전 준비미래 유망 직업인 코바늘마스터 강사에 대해 검색해보고 관심 있는 직업 찾아보기주요내용도입참석자 확인체험처 및 진행강사 소개체험 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의사항 전달본활동미래 유망 직업분야 관련 소개코바늘마스터 강사의 대해 설명하기변화에 따른 코바늘마스터강사뜨개공예지도사에 대해 이야기 나누어보기자기진로의 이해 및 진로목표설정미래 유망 직업군 중 나의 강점을 발휘할 수 있는 직업 찾아보기코바늘 마스터 강사뜨개공예지도사 관련 국내 교육기관 소개하기진로에 따른 특성화고등학교 소개하기마무리사후 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감 발표수료식 및 기념촬영사후활동코바늘 마스터 강사라는 직업군을 알아보고 뜨개공예 뿐만 아니라 다양한 공예관련 분야를 알아보고 검색해보기향후 직업 및 고용 전망에 대해 알고 진로 방향에 대해 생각해보기사전 준비향후 직업 및 고용 전망에 대해 찾아보고 관심 있는 직업 빈출을 위한 취업 경로 알아보기코바늘 마스터 강사뜨개공예 지도사 의 직업군에 대해 알아보기주요내용도입참석자 확인체험처 및 진행강사 소개진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의사항 전달본활동향후 직업 및 고용 전망 소개현재 각광 받는 직업 및 미래 유망 직종 소개하기고용시장의 변화와 고용에 영향을 미치는 요인 소개하기향후 고용 전망 소개하기직업별 근로 환경 및 임금 정보를 확인할 수 있는 사이트 소개하기자기진로의 이해 및 진로목표 설정코바늘 마스터 강사 에게 듣는 실제 직업 이야기마무리사후 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감발표수료식 및 기념촬영사후활동관심있는 직업 분야의 전망과 근로환경에 대해 찾아보기,경북 경산시 펜타힐즈로 74,35.83007465,128.7197841
"칵테일 만들기(소믈리에, 바텐더 바리스타  소개)",20,"10,000원",번개놀이터 협동조합,프로그램 명칵테일 제조를 통한 진로체험목표무알콜 칵테일을 만들어 보면서 자신의 흥미와 적성을 알아보기사전 준비식음료 관련 된 직업들에 대한 시각적 사진 동영상 보여주기주요내용도입참석자 확인체험처 및 진행 강사 소개진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본 활동 강의 식음료 직업 분야 소개 식음료 직업군에 대해 소개하기 바리스타 소믈리에 바텐더에 대한 직업에 대해 알려준다 좀 더 알기 쉽게 사진과 영상을 보고 학생들이 알고 있는 지식에 대해 대화나누기 관련 된 전문 학교에 대해 알려준다 칵테일을 만드는 바텐더에 대한 소개바텐더 소개하기 각종 술에서 향신료 과일 크림등을 적당한 비율로 혼합하여 칵테일이나 음료를 만드는 사람 칵테일을 만들 때 사용하는 도구와 기법에 대해 설명한다 도구 사용법을 알려주고 직접 사용하는 체험을 한다 무지개 칵테일 만들어보기 칵테일을 통해 배우는 액체의 밀도와 컬러배합 음료수마다 가지고 있는 질량과 부피에 대해 알아본다 저울사용 같은 크기의 통에 음료수를 같은 용량을 부어서 향과 컬러를 확인한다 음료수마다 밀도를 계산해보고 다양한 색깔의 음료수를 섞어서 컬러를 만들어본다계산기사용 음료수잔에 밀도가 높은 순서대로 천천히 부어 본다 액체의 밀도 차이를 통해서 배우는 칵테일만들기 액체마다 가지고 있는 밀도차이를 통해 프로팅기법을 알려준다 음료수 컬러 배합을 통해서 컬러의 조합을 알게된다 액체가 층을 이루어 지는걸 보고 액체의밀도에 대해 알게 된다본 활동 개별 활동무지개 칵테일 만들기 우유파워에이드환타토마토주스바나나우유를 준비한다 크기가 같은 음료수통에 같은 용량을 부어서 무게와 질량을 측정한다 컬러가 다른 음료수를 배합도 해보고 맛과향을 느껴본다프로팅기법을 통해 칵테일 만들기 밀도가 높은순서대로 음료수를 나열해준다 음료수잔에 밀도가 높은순서대로 음료수를 천천히 부어본다 음료수가 서로 섞이지 않게 조심스럽게 부어준다 완성한 칵테일을 친구들과 함께 공유하기마무리사후 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감 발표사후활동다양한 컬러의 음료수로 칵테일 만들어보기프로그램 명칵테일 제조를 통해 바텐더 진로체험목표 다양한 식음료 관련 직업에 대해 알아보기사전 준비 다양한 식음료 관련 직업에 대해 알아보기주요내용도입참석자 확인체험처 및 진행 강사 소개진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본 활동 강의 식음료 직업 분야 소개 식음료 직업군에 대해 소개하기 바리스타 소믈리에 바텐더에 대한 직업에 대해 설명한다 식음료 관련 특성화 고등학교 전문대 전문학원에 대해 설명한다 관련 된 자격증 취득방법과 공부 방법에 대해 설명한다 바텐더의 대한 인식 변화와 사후 전망에 대해 설명한다 바텐더와 칵테일 각종 술에서 향신료 과일 크림등을 적당한 비율로 혼합하여 칵테일이나 음료를 만드는 사람 칵테일이란 베이스가 되는 술에 대해 설명한다진 럼 보드카 브랜디 향과 색을 내는 리큐르에 대해 설명한다 칵테일 만드는 도구설명과 사용방법 쉐이킹하는 방법 지거 잡는법 사용하는 기법에 대해 알려준다 칵테일 만들어 보기 쉐이커에 얼음과 물을 넣어서 사용해보기 쉐이커를 정확하게 잡는법과 쉐이킹 하는법을 익힌다 칵테일마다 사용되는 잔에 대해 알아 본다 지거에 음료를 부어서 지거 잡는법과 붓는 방법을 익힌다 수업 할 칵테일 소개하기 베이스가 되는 술 리큐르 설명한다 먼저 칵테일을 시연해서 만들어 보여준 후에 자기만의 칵테일 만들어 보기 개인마다 칵테일 만들 때 자세와 도구 사용법을 자세히 알려준다본 활동 개별 활동 블루하와이 수많은 트로피컬 칵테일중에서도상쾌한 마린블루색으로 인해 더욱 돋보이는 칵테일 블루하와이 칵테일이 만들어진 유래에 대해 설명한다 기본베이스가 되는 럼과 리큐르 블루큐라소에 대해 설명한다 무알콜로 대체 할 수 있는 방법에 대해 설명한다 먼저 만드는 방법을 시연한 후 아이들이 만들 수 있도록 도와준다 블루하와이 칵테일 만들기 블루하와이 칵테일 사진으로 시각적 정보를 제공하기 그랑드 글라스에 얼음을 넣는다 글라스에 왜 얼음을 먼저 넣어두어야 되는지 설명한다 준비된 쉐이커에 얼음을 넣고 지거로 블루큐라소 파인애플주스 레몬주스를 용량에 맞게 넣는다 쉐이커를 잡는 방법과 흔드는 방법을 알려주고 조심해야 되는 부분도 설명한다 쉐이킹한 음료를 그랑드 글라스에 부어주고 탄산수로 잔을 채운다 가니쉬로 할 파인애플과 체리를 잔에 꽂아준다완성 된 칵테일 친구들과 공유한다마무리사후 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감 발표사후활동 무알콜 칵테일에 대해 알아보기 바텐더가 자신의 흥미 적성과 부합하다고 생각하는 경우 관련된 지식을 얻을 수 있는 진로경로진학할 고등학교의 선택에 대해 알아보기프로그램 명칵테일 제조를 통한 진로체험목표칵테일을 제조를 통해 바텐더에 직업에 대한 이해와 진학 또는 취업 선택에 도움이 되도록 한다사전 준비식음료 관련 직업군의 시장변화와 다양한 세부 직업들에 대해 알아보기주요내용도입참석자 확인체험처 및 진행 강사 소개진행 프로그램 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본 활동 강의 식음료 직업 분야 소개 식음료 직업군에 대해 소개하기 바리스타 소믈리에 바텐더에 대한 직업에 대해 설명한다 식음료 관련 특성화 고등학교 전문대 전문학원에 대해 설명한다 관련 된 자격증 취득방법과 공부 방법에 대해 설명한다 바텐더로써 가져야 할 직업의식과 커뮤니케이션 능력 향상에 대해 설명하고 사후전망에 대해 설명한다 바텐더가 되기 위한 진학 취업에 대한 자세한 설명 진학 호텔경영학과호텔외식학과 관광식음료 외식경영학과 외식산업과 조리학과식품조리학과 전문학과 서울현대전문학교호텔바텐더학과 서울호텔관광전문학교 바텐더학과 세종사이버대학교바리스타 소믈리에학과 숭실호스피탈리티 등 취업 호텔 리조트 전문바 레스토랑에서 실무적인 전문 서비스마인드와 스킬 키우기 사고력 인권적 감수성 그리고 다양한 사람들의 생각과 상황을 이해하며 적극적으로 소통할 수 있는 능력 필요 관련된 자격증 조주기능사 국제 바텐더 자격증 커피바리스타 급 와인소믈리에 급 전통주소믈리에 베버리지 마스터 카페메뉴 플래너 국제소믈리에 등 각종 칵테일 소믈리에 대회에 참여경험적 커리큘럼을 쌓아서 자신의 능력을 향상시킨다 직업 전망 일과 삶의 양립을 중시하는 문화가 본격화 되면서 관광 여행산업이 발달되면서 저절로 같이 식음료분야의 성장세도 높아져만 가고 있다자신의 능력을 향상시켜서 국내뿐만 아니라 국제적으로 우리나라 식음료부분 성공 가능성이 높을 전망이다 바텐더와 칵테일 각종 술에서 향신료 과일 크림등을 적당한 비율로 혼합하여 칵테일이나 음료를 만드는 사람 칵테일이란 베이스가 되는 술에 대해 설명한다진 럼 보드카 브랜디 향과 색을 내는 리큐르에 대해 설명한다 칵테일 만드는 도구설명과 사용방법쉐이킹하는 방법 지거 잡는법 사용하는 기법에 대해 알려준다 칵테일 만들어 보기 쉐이커에 얼음과 물을 넣어서 사용해보기 쉐이커를 정확하게 잡는법과 쉐이킹 하는법을 익힌다 칵테일마다 사용되는 잔에 대해 알아 본다 지거에 음료를 부어서 지거 잡는법과 붓는 방법을 익힌다 수업 할 칵테일 소개하기 베이스가 되는 술 리큐르에 대해 설명한다 먼저 칵테일을 시연해서 만들어 보여준 후에 자기만의 칵테일 만들어 보기 개인마다 칵테일 만들 때 자세와 도구 사용법을 자세히 알려준다본 활동 개별 활동미드 나이트 선 보드카백야이 보이는 한반중의 태양을 형상화 한 칵테일 그라데이션이 지평선을 물들이는 태양빛을 표현 미드나이트선이 만들어진 유래에 대해 설명한다 기본베이스가 되는 보드카와 멜론리큐르에 대해 설면한다 무알콜로 대체 할 수 있는 방법에 대해 설명한다 먼저 만드는 방법을 시연한 후 학생들이 만들 수 있도록 도와준다 만드는 방법 하이볼 그라스에 얼을을 채워 넣는다칠링작업 쉐이커에 보드카 멜론리큐르 오렌지주스 레몬주스를 넣고 쉐이킹을 한다 하이볼 글라스에 쉐이킹한 음료를 부어준 후 남은잔의 용량을 소다수를 채워준다 그라데이션을 위해서 그라나딘 시럽석류시럽을 잔의 가장자리에 바스푼을 이용해 천천히 부어준다 친구들과 자신이 만든 칵테일 공유해보기마무리사후 만족도 조사궁금한 점에 대해 질의응답 및 간단한 소감 발표사후활동보드카로 만들 수 있는 다양한 칵테일에 대해서 알아본다자신의 적성에 맞는 식음료부분의 직업에 대해 자세히 알아본다취업과 진학에 대해 자세히 알아본다,경상북도 영주시 선비로 91-9,36.8224444,128.6183745
캔버스 아크릴화 그리기,100,"12,000원",안다미로 귀때 박물관,초등학교 체험목표다루기 쉬운 아크릴 물감을 사용해 나만의 작품을 만들 수 있다사전준비캔버스 아크릴 물감 붓주요내용구분학습내용도입 체험자및 진행강사 소개 진행 순서 안내프로그램 진행 장소에서의 안전 및 유의사항 전달본활동아크릴 물감으로 그려진 그림들 감상하기시청각 자료를 통하여 작품을 감상한다 나도 아티스트진행강사의 설명과 함께 도안을 선택한 후 스케치 하고 채색하여 자기 만의 작품을 만든다 뽐내볼까요 자기 만의 작품 발표하기 친구들의 작품 코멘트 하기마무리주변 정리 및 간단한 소감 발표사후활동교내 전시 주요 내용 기술시 도입본활동마무리 내용이 일련의 흐름을 맞추어 진행될 수 있게 기술하십시오 또한 각 학교급별에 맞는 수준별 용어와 체험활동으로 구분지어 기술하십시오 중학교 체험목표다루기 쉬운 아크릴 물감을 사용해 나만의 작품을 만들 수 있다디자이너 화가 등 미술과 관련된 직업 세계를 알아 볼 수 있다사전준비캔버스 아크릴 물감 붓주요내용구분학습내용도입 체험자 및 진행강사 소개 진행 순서 안내 프로그램 진행장소에서의 안전 및 유의사항 전달본활동 아크릴 물감으로 그려진 그림들 감상하기질의 응답 시간을 활용하여 미술과 관련된 다양한 직업을 알 수 있다 나도 아티스트진행강사의 설명과 함께 도안을 선택한 후 스케치 하고 채색하여 자기만의 작품을 만든다자기 만의 작품 발표하기 친구들의 작품 코멘트 하기 마무리주변 정리 및 간단한 소감 발표사후활동교내 전시,경북 칠곡군 기산면 강정길 47-10,35.9829227,128.3839164
캘리그라피,20,"5,000원",다인아트,캘리그라피 글씨 배우기사전 준비캘리그라피 글씨체 예시안주요내용도입안전및 주의 사항에 대한 교육캘리그라피 자음 모음 단어문장 연습하기본활동캘리그라피 글씨의 짜임새를 이해하고 연습하기마무리머그컵 달력우산 등 작품만들기사후활동생활 속에 캘리그라피 글씨 활용하기캘리그라피 글씨를 활용하여 소품꾸미기사전 준비캘리그라피 글씨 교본주요내용도입안전및 주의사항에 대한 교육 캘리그라피 글씨 문장기법 이해하고 연습하기본활동글씨연습하고 감성문구 적어보기마무리문구를 적어서 소품에 활용하기사후활동실생활에 캘리그라피 글씨 적용하기캘리그라피 서체 활용하기사전 준비캘리그라피교본 문구 예시안주요내용도입안전 및 주의사항에 대한 교육 캘리그라피 서체 연습본활동감성문구사자성어가훈 적어보기마무리캘리그라피 서체를 사용하여 작품만들기사후활동여러가지 캘리그라피 글씨체를 사용하여 소품에 활용하기프로그램 내용 캘리그라피 서체 배우기 서체를 활용하여 작품만들기프로그램 일정 캘리그라피 기본적인 서체 설명하기 자음모음단어 배우기 텀블러 부채 액자 무드등종이액자등 작품만들기,경북 구미시 산호대로 751,36.1378904,128.444395
캘리그라,100,"10,000원",안다미로 귀때 박물관,프로그램 내용캘리 그라피 글씨쓰기프로그램 일정분 프로그램 및 진행과정 소개분 캘리그라피 아티스트에 대해 알아보기체험하고 직접 작품 만들어 보기분 마무리 및 소감 발표,경북 칠곡군 기산면 강정길 47-10,35.9829227,128.3839164
캘리그라피 텀블러,300,"14,000원",핸즈체험터,사전 준비주요내용도입캘리그라피진로 교육강의분 캘리그라퍼 자격증 안내 캘리그라퍼 진로 및 취업 방향본활동캘리 텀블러체험활동 분 가로획 세로획 판본체 연습 작품지에 글씨 쓰기 그림 그리기 글씨 및 그림에 색채 입히기마무리체험 후기분 체험 결과물 완성 소감 발표사후활동사전 준비주요내용도입캘리그라피진로 교육강의분 캘리그라퍼 자격증 안내 캘리그라퍼 진로 및 취업 방향본활동캘리 텀블러체험활동 분 가로획 세로획 판본체 연습 작품지에 글씨 쓰기 그림 그리기 글씨 및 그림에 색채 입히기마무리체험 후기분 체험 결과물 완성 소감 발표사후활동사전 준비주요내용도입캘리그라피진로 교육강의분 캘리그라퍼 자격증 안내 캘리그라퍼 진로 및 취업 방향본활동캘리 텀블러체험활동 분 가로획 세로획 판본체 연습 작품지에 글씨 쓰기 그림 그리기 글씨 및 그림에 색채 입히기마무리체험 후기분 체험 결과물 완성 소감 발표사후활동,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
"커피 바리스타 ~ (생두로스팅, 모카포트, 핸드드립)",300,"14,000원",핸즈체험터,사전 준비주요내용도입바리스타진로 교육 바리스타 자격증 안내 바리스타 진로 및 취업 방향본활동생두 로스팅 시식용 머핀빵 제공 수망을 이용한 생두 로스팅 모카포트를 이용한 커피 내리기 라떼 마끼야또 카페콘파냐 만들기마무리체험 후기 체험 결과물 시음 소감 발표사후활동사전 준비주요내용도입바리스타진로 교육 바리스타 자격증 안내 바리스타 진로 및 취업 방향본활동생두 로스팅 시식용 머핀빵 제공 수망을 이용한 생두 로스팅 모카포트를 이용한 커피 내리기 라떼 마끼야또 카페콘파냐 만들기마무리체험 후기 체험 결과물 시음 소감 발표사후활동사전 준비주요내용도입바리스타진로 교육 바리스타 자격증 안내 바리스타 진로 및 취업 방향본활동생두 로스팅 시식용 머핀빵 제공 수망을 이용한 생두 로스팅 모카포트를 이용한 커피 내리기 라떼 마끼야또 카페콘파냐 만들기마무리체험 후기 체험 결과물 시음 소감 발표사후활동,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
커피 바리스타 체험 (호텔조리과),20,무료,문경대학교 취창업교육지원센터,커피 바리스타 체험을 통하여 바리스타에 대한 직업을 이해할 수 있다필요한 진로 경로를 탐색할 수 있다사전 준비 바리스타 직업에 대해 알아보기 커피 종류에 대해 알아보기 주의사항 숙지하기 실습 시 친구들과 장난 금지 추출기 사용에 유의주요내용도입분 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 안전 및 유의사항 전달본활동바리스타 체험 분 재료 파악하기 원두의 감촉 및 향 파악하기 커피의 종류 추출기의 원리 커피 추출 및 바리스타 실습마무리분 질의응답 만족도 조사 기념 촬영사후활동바리스타 자격증 과정 바리스타의 진로 등에 대해 탐색해보기커피 바리스타 체험을 통하여 바리스타에 대한 직업을 이해할 수 있다필요한 진로 경로를 탐색할 수 있다사전 준비 바리스타 직업에 대해 알아보기 커피 종류에 대해 알아보기 주의사항 숙지하기 실습 시 친구들과 장난 금지 추출기 사용에 유의주요내용도입분 참석자 확인 체험처 및 진행강사 소개 진행 프로그램 소개 안전 및 유의사항 전달본활동바리스타 체험 분 재료 파악하기 원두의 감촉 및 향 파악하기 커피의 종류 추출기의 원리 커피 추출 및 바리스타 실습마무리분 질의응답 만족도 조사 기념 촬영사후활동바리스타 자격증 과정 바리스타의 진로 등에 대해 탐색해보기,경북 문경시 호계면 대학길 161,36.6520319,128.1846798
커피바리스타,25,"20,000원",김천요리제과직업전문학교,프로그램 내용 체험학습소개 안전교육안내 커피바리스타 체험하기 커피추출하기 커피그라인더 운용 머신작동하기 우유스티밍하기 등 커피 음료만들기카프치노 카페라떼 카페모카 핸드드립하기프로그램 일정 커피바리스타 직업군 소개 및 커피바리스타 추출하기 커피바리스타 추출 및 음료 만들기 커피바리스타 소감 및 제품평가,경북 김천시 김천로 51,36.1181018,128.1238108
컴퓨터 교실 -  영상편집,12,무료,경산시청소년문화의집,컴퓨터 교실 영상편집 컴퓨터 교실 영상편집교재 곰믹스를 활용한 유튜브 크리에이터,경상북도 경산시 서상동 143-18 경산문화원,35.81635,128.73541
컴퓨터 교실 - 파워포인트,12,무료,경산시청소년문화의집,파워포인트 컴퓨터 교실 파워포인트교재 우당탕탕 파워포인트 으로 발표하기,경상북도 경산시 서상동 143-18 경산문화원,35.81635,128.73541
"코스메틱, 화장품연구원(뷰티 관련 직업군 체험)",999,"20,000원",교육사회적기업 포인트(경북북부센터),뷰티 관련 분야 직업군에 대한 시야를 넓혀 폭넓은 직업관을 형성한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토소개 체험 관련 안전 수칙 및 주의 사항 안내본활동코스메틱 이해하기코스메틱의 정의화장품연구원이 하는 일 전망 자격조건기초화장품 이해하기색조화장품 이해하기썬케어 이해하기클린징 이해하기피부타입별 특징피부관리 방법체험활동하기천연 재료를 활용한 립밤 만들기천연 재료를 활용한 클린징오일 만들기마무리질의 응답 및 체험 보고서 작성사후활동관련 영상 시청뷰티 관련 분야 직업군에 대한 시야를 넓혀 폭넓은 직업관을 형성한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토소개 체험 관련 안전 수칙 및 주의 사항 안내본활동코스메틱 이해하기코스메틱의 정의화장품연구원이 하는 일 전망 자격조건기초화장품 이해하기색조화장품 이해하기썬케어 이해하기클린징 이해하기피부타입별 특징피부관리 방법체험활동하기천연 재료를 활용한 립밤 만들기천연 재료를 활용한 클린징오일 만들기 화장품 관련 직업군 알아보기마무리관련 영상 시청사후활동관련 영상 시청뷰티 관련 분야 직업군에 대한 시야를 넓혀 폭넓은 직업관을 형성한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토소개 체험 관련 안전 수칙 및 주의 사항 안내본활동코스메틱 이해하기코스메틱의 정의화장품연구원이 하는 일 전망 자격조건기초화장품 이해하기색조화장품 이해하기썬케어 이해하기클린징 이해하기피부타입별 특징피부관리 방법체험활동하기천연 재료를 활용한 립밤 만들기천연 재료를 활용한 클린징오일 만들기화장품 관련 직업군 알아보기관련 전공 및 학과 알아보기마무리질의 응답 및 체험 보고서 작성사후활동관련 영상 시청,경북 영주시 구성로150번길 19,36.8070556,128.6293459
쾌지나 칭칭 나네(대농놀이 체험),500,"500,000원",풍물마실,프로그램 내용대동놀이공연프로그램 일정 대동놀이란 대동 세상을 꿈꾸며 어울린 놀이 편을 갈라 승부를 겨루는 놀이 경쟁하지 않고 함께 어울리는 놀이 강강술래 놋다리 밟기 신명나게 놀아보기,경북 칠곡군 왜관읍 중앙로10길 14,35.9895781,128.3995389
쿠키 만들기,10,"30,000원",메치스,프로그램 내용 쿠키 만들기프로그램 일정 밀가루 체에 치기 반죽하기 성형하기 오븐에 굽기,경상북도 구미시 봉곡동 288-5,36.15141,128.31001
"쿠키만들기 ( 초코쿠키, 버터링쿠키)",300,"14,000원",핸즈체험터,,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
쿡톡 공감 푸드테라피(요리심리상담사 체험),20,"30,000원",한국미래코칭교육연구소,일상에서 접하는 요리 재료로 마음을 표현할 수 있음을 알게 한다사전 준비요리는 불을 사용하지 않는 요리와 불을 사용하는 요리가 있음을 알아 본다주요내용도입 코로나 발열체크 활동 참석자 확인 체험처 소개 및 진행강사 소개 진행 프로그램 과정 소개 요리 주제에 따른 활동 방법과 활동지 활용에 대해 설명하고 안전 및 위생 유의사항 전달본활동 마인드 브릿지 마음온도 재기 공감활동으로 마음 열기 칭찬카드와 공감카드를 활용 상대를 존중하며 서로서로 칭찬 해 본다 요리심리치료상담사에 대한 소개 꿈꾸는 아리랑 곡선 등 의 심리 활동지를 통해 소중한 나의 내면의 세계를 찾아 미래 꿈을 표현 다양한 요리재료로 또띠아에 수 놓는 소중한 나 등 주제에 따른 작품의 창의적 활동을 통하여 활동지 속의 곡선에 표현 된 나의 꿈을 생각하며 행복한 나의 모습 표현하기 활동지와 완성된 요리작품을 스토리텔링을 통한 소통으로 공감하며 칭찬격려의 피드백으로 동기부여 다양한 표현을 통하여 생각의 전환과 긍정적 사고를 향상시키며 자아존중감을 높혀준다마무리 활동에 대한 만족도 조사 궁금한 점에 대한 질의 응답 체험처에 부탁하고 싶은 말 나누기 기념촬영사후활동요리를 할 때 주의 할 점에 대해 알아보고 요리 재료로 가족들이 함께 마음을 표현하는 활동을 할 수 있도록 한다요리하는 과정을 통하여 마음을 표현하는 요리심리상담사 직업에 대해 알 수 있다사전 준비다양한 직업군에 대해서 알아보고 자신의 꿈이 무엇인지 탐색하여 본다주요내용도입 코로나 발열체크 활동 참석자 확인 체험처 소개 및 진행강사 소개 진행 프로그램 과정 소개 요리 주제에 따른 활동 방법과 심리 활동지 활용에 대해 설명하고 안전 및 위생 유의사항 전달본활동 마인드 브릿지 마음온도 재기 공감활동으로 마음 열기 칭찬카드와 공감카드를 활용 상대를 존중하며 서로서로 칭찬 해 본다 요리심리치료상담사에 대한 소개 꿈꾸는 아리랑 곡선 등 의 심리 활동지를 통해 소중한 나의 내면의 세계를 찾아 미래 꿈을 표현 다양한 요리재료로 또띠아에 수 놓는 소중한 나 등 주제에 따른 작품의 창의적 활동을 통하여 심리 활동지 속의 곡선에 표현 된 나의 꿈을 생각하며 행복한 나의 모습 표현하기 심리 활동지와 완성된 요리작품을 스토리텔링을 통한 소통으로 공감하며 칭찬격려의 피드백으로 동기부여 다양한 표현을 통하여 생각의 전환과 긍정적 사고를 향상시키며 자아존중감을 높혀주고 요리심리상담사에 대한 직업 탐색을 드높인다마무리 변화되는 미래 사회의 심리적 요인의 중요성과 요리심리상담사의 하는 일과 역할 등에 대한 이해여부 확인 요리심리 창의 활동에 대한 만족도 조사 궁금한 점에 대한 질의 응답 체험처에 부탁하고 싶은 말 나누기 기념촬영사후활동내면의 세계를 표현하고 심리적으로 안정감을 찾게 해 주는 오감만족의 요리심리상담사의 역할에 대해 연속성 있는 체험 활동으로다양한 작품 활동을 통해 더 깊이 알아볼 수 있도록 한다요리하는 과정을 통하여 마음을 표현하는 요리심리상담사 직업에 대해 알 수 있으며 활동하는 과정과 완성된 작픔과 심리활동지의 스토리텔링을 통해 심신을 힐링할 수 있으며 요리심리상담사가 되기 위한 진학 취업경로 등 진로 계획을 수립한다사전 준비요리심리상담사의 활동을 유트브 네이버 블로그를 통해 탐색하여 본다주요내용도입 코로나 발열체크 활동 참석자 확인 체험처 소개 및 진행강사 소개 진행 프로그램 과정 소개 요리 주제에 따른 활동 방법과 심리 활동지 활용에 대해 설명하고 안전 및 위생 유의사항 전달본활동 마인드 브릿지 마음온도 재기 공감활동으로 마음 열기 칭찬카드와 공감카드를 활용 상대를 존중하며 서로서로 칭찬 해 본다 요리심리치료상담사에 대한 소개 심리활동지에 내면의 세계를 찾아 미래 꿈을 표현하며 요리심리상담사의 역할 이해하기 다양한 요리재료로 또띠아에 수 놓는 소중한 나 등 주제에 따른 작품의 창의적 활동을 통하여심리 활동지 속의 곡선에 표현 된 나의 꿈을 생각하며 행복한 나의 모습 표현하며 요리심리상담사의 역할 이해 심리 활동지와 완성된 요리작품을 스토리텔링을 통한 소통으로 공감하며 칭찬격려의 피드백으로 동기부여 다양한 표현을 통하여 생각의 전환과 긍정적 사고를 향상시키며 자아존중감을 높혀주고 요리심리상담사가 되기 위한 과정을 알아본다마무리내면의 세계를 표현하고 심리적으로 안정감을 찾게 해 주는 오감만족의 요리심리상담사로서의 역할 이해를 위해 다양한 작품 활동을 통해 더 깊이 알아보고요리심리상담사가 되기 위한 진로 방향과 직업에 대한 윤리의식 및 사회적 역량을 함양 한다사후활동요리심리상담사 진로 분야에 마인드 맵을 그려보고 요리와 관련된 다양한 직업과 연결하여 미래 융복합형 요리 창의예술을 꿈꿔본다,경북 영주시 대학로 77,36.8097325,128.6217935
클라이밍,20,무료,청도군문화체육시설사업소,실내암벽장에서 단체 동아리 활동 운영 관외 인공암벽장 체험 활동 클라이밍 대회 참가 등,경상북도 청도군 화양읍 동천리 457 (청소년수련관 2층 인공암벽장),35.63218,128.7182
"타로방범대(학생 상담, 응원)",10,무료,문경시청소년문화의집,타로카드 상담기법을 익힌 청소년타로방범대들이 비대면 대면 타로카드 상담을 하는 활동 코로나로 지친 국민들에게 청소년들이 타로카드를 활용하여 상담과 응원을 해 주는 활동,경상북도 문경시 모전동 77-13,36.591216,128.1870866
토탈공예,20,"3,000원",다인아트,프로그램 내용리본 피오피폼아트천아트캘리그라피풍선페이스페인팅싹스돌팬시우드비누꽃선물포장냅킨아트양말목공예스트링아트 여기가지 진로 적성 체험이 가능한 수업이 가능합니다프로그램 일정 공예 직업에 관한 설명과 학교진로에 대해 알아보기 공예작품 만들어서 체험해보기 마무리 활동과 정리정돈하기,경북 구미시 산호대로 751,36.1378904,128.444395
