학교명,위치,학생수,예산(만원),매칭교과,강좌명,활동목표
현서중학교,청송군,9,700,과학,세상 속 과학 이야기반,1. 여러 가지 탐구 활동을 통한 학생들의 과학에 대한 호기심을 함양하도록 한다. 2. 조별 주제를 제시하고 그 목표를 달성하도록 하여 협동심과 학생 자신의 성취감을 가지도록 한다
현서중학교,청송군,9,700,정보,인공지능 사회 살아남기,1. 인공지능과 인공지능 사회를 이해할 수 있다. 2. 인공지능 윤리에 대해 알고 인공지능 윤리적 딜레마 상황에 대해 토론할 수 있다.
동명중학교,칠곡군,17,700,국어,매체야 놀자,1. 매체에 따른 특징을 파악하여 주제를 효과적으로 표현할 수 있다. 2. 매체를 활용하여 공익광고를 제작할 수 있다.
동명중학교,칠곡군,17,700,사회,세계의 다양한 지리 여행반,"1. 세계의 매력적인 지형과 기후, 다양한 축제와 음식문화를 경험할 수 있는 여행안내 서를 작성하여 홍보한다. 2. 세계 곳곳의 다양한 지리적 현상을 이해하고 세계시민으로서의 태도를 기른다"
동명중학교,칠곡군,17,700,과학,별난 실험으로 갈릴레이 따라잡기,"주제 관련한 체험·탐구 활동에 개인별 미션, 모둠별 실험, 토론, 발표 활동을 수행하는 과정 을 통해서 학생들의 전면적 발달을 유도하고 자기주도 학습 역량, 협력적 문제 해결 역량 등을 키울 수 있다."
동명중학교,칠곡군,17,700,영어,감성영어문화공작소,"1. 학생들이 실생활의 다양한 영어 텍스트와 미디어를 접하며 자신의 관심 분야를 넓혀간다. 2. 영어로 된 다양한 정보를 이해하고, 이를 활용할 수 있는 능력을 기른다."
북삼중학교,칠곡군,176,2080,국어,시 달력 만들기,1. 비유와 상징의 함축적 의미를 이해할 수 있다. 2. 자신의 체험과 관련지어 다양한 시를 감상할 수 있다.
북삼중학교,칠곡군,176,2080,국어,인생 독서,1. 독서를 생활화하는 습관을 기를 수 있다. 2. 다양한 독후활동을 통해 깊이 있는 독서를 할 수 있다.
북삼중학교,칠곡군,176,2080,수학,수학이 필요한 순간,1. 체험탐구중심 수학 활동으로 수학에 대한 긍정적 사고를 가질 수 있다. 2. 다양한 교과와의 융합으로 실생활에서 수학적으로 사고하는 능력을 키울 수 있다.
북삼중학교,칠곡군,176,2080,수학,뻔한 수학,1. 체험을 통한 수학적 사고력을 향상시킨다. 2. 여러 가지 현상을 수학적으로 관찰하고 해석하는 능력을 기를 수 있다.
북삼중학교,칠곡군,176,2080,도덕,인성이 자라는 마을,"학생들이 스스로를 이해하고 일상생활 속 다른 사람들과의 관계에 필요한 규범과 예절을 익히며, 시민으로서 책임감을 가 지고 바람직한 삶을 살아갈 수 있도록 도와 학생들의 바른 인성을 함양한다."
북삼중학교,칠곡군,176,2080,도덕,"인성탐험대, 너와 나의 인권 찾기",1. 청소년 인권의 의미를 알고 인권을 보호하기 위한 노력을 할 수 있다. 2. 청소년의 삶과 관련된 다양한 법을 탐구하고 준법 정신을 기를 수 있다.
북삼중학교,칠곡군,176,2080,과학,보글뽀글 과학탐구,1. 일상생활에서의 과학 현상을 찾아보고 과학적으로 탐구할 수 있다. 2. 과학에 대한 친근감과 흥미를 높일 수 있다.
북삼중학교,칠곡군,176,2080,과학,생활 속 과학 원리,1. Maker활동과 관련된 생활속 물품에서 과학적 원리를 찾고 탐구 및 제작할 수 있다. 2. 과학원리가 적용되는 과정을 알고 찾은 원리를 응용하여 활용할 수 있다.
석전중학교,칠곡군,84,1300,영어,표현하는 영어,"다양한 영어 매체를 통해 Authentic English를 접하고, 인공지능을 활용한 영어 학습 앱을 통한 여러 활동을 통해 영어 표현능력을 기를 수 있다."
석전중학교,칠곡군,84,1300,수학,신나는 퍼즐 수학,"1. 체험과 퍼즐, 게임을 통한 논리성과 자기주도학습 능력을 기른다. 2. 창의적 사고의 발상, 자기만의 상상력과 개성 있는 아이디어로 발전시켜 수학에 대한 긍정적인 태도를 기른다."
석전중학교,칠곡군,84,1300,국어,동화창작,자신의 경험과 상상력 ? 창의력을 바탕으로 동화를 창작하여 스토리를 이미지로 구현함으로써 미 적 감수성과 상상력 ? 창의력 및 글쓰기 능력을 기를 수 있다.
석전중학교,칠곡군,84,1300,과학,메타버스 zep! zep!,메타버스 플랫폼 중 하나인 zep의 사용법을 익히고 자신만의 가상공간을 제작할 수 있다.
신동중학교,칠곡군,4,500,국어,문학과의 만남반,1. 자신의 일상에서 의미 있는 경험을 찾을 수 있다. 2. 자신의 생각과 느낌을 다양한 갈래의 문학작품으로 표현할 수 있다.
신동중학교,칠곡군,4,500,수학,수학체험반,1. 수학과 관련된 다양한 활동을 경험함으로써 교과에 대한 이해를 넓히고 학습 동기를 유발한다. 2. 실생활과 관련된 활동으로 세상을 바라보는 안목을 키워 교과와 진로 · 직업과의 연계성을 이해 하는 기회를 제공한다.
신동중학교,칠곡군,4,500,영어,Fun Fun English,1. 학생들의 영어 의사소통능력을 기른다. 2. 외국문화를 올바르게 이해하고 수용하는 태도를 기른다.
신동중학교,칠곡군,4,500,사회,친해지는 법,1. 학생 생활과 밀접한 법 관련 내용을 중심으로 의미 있는 경험을 할 수 있다. 2. 법 관련 기본적인 지식을 배우고 법의 원리를 파악할 수 있다.
신동중학교,칠곡군,4,500,기술가정,우드버닝반,1. 우드버닝을 통해 목재의 물성 및 마감의 원리를 이해하고 적용할 수 있다.
약목중학교,칠곡군,26,700,국어,책 속에서 발견하는 나의 미래,"1. 책을 읽고 자신의 감상을 다양한 독후 활동으로 재구성, 창작할 수 있다. 2. 다양한 분야의 책을 읽고 자신의 진로를 탐색할 수 있다"
약목중학교,칠곡군,26,700,도덕,통일 한국 탐구,1. 통일의 의미와 당위성에 대해 인식할 수 있다. 2. 북한 이해 활동을 통해 통일에 대한 긍정적인 태도를 신장할 수 있다.
약목중학교,칠곡군,26,700,수학,메쓰메이트,1. 다양한 상황에서 발생하는 여러 가지 문제를 수학적으로 사고하여 해결하는 능력을 기를 수 있다. 2. 수학적 사고 과정과 결과를 통해 합리적으로 의사소통하는 능력을 기를 수 있다. 3. 수학과 관련된 활동을 통해 수학에 대한 긍정적인 태도를 신장할 수 있다.
약목중학교,칠곡군,26,700,과학,신나는 과학 탐구반,1. 다양한 과학 탐구 활동을 통해 과학적 소양과 탐구 능력을 함양할 수 있다. 2. 일상생활 속에 숨겨진 다양한 과학적 원리와 현상들을 이해하여 과학적 호기심과 창의적 문제해결력을 기를 수 있다
약목중학교,칠곡군,26,700,영어,영어로 떠나는 세계 문화,"1. 영상 매체와 다양한 활동을 통해 영어 표현과 문화를 습득할 수 있다. 2. 문화의 다양성을 받아들이며, 또한 주체적으로 수용하는 태도를 함양할 수 있다."
왜관중학교,칠곡군,84,1300,국어,문학으로여는세상반,"시, 소설, 수필 등의 문학 작품을 자신의 삶과 연결지어 감상하고 다양한 감상 표현을 통해 문학적 감수 성을 기르고 긍정적인 정서를 함양할 수 있다."
왜관중학교,칠곡군,84,1300,수학,매쓰메이트반,"수학과 관련된 창의적 체험활동을 통해 수학에 대한 긍정적인 태도를 신장하고, 문제해결능력을 기른다."
왜관중학교,칠곡군,84,1300,과학,디지털리터러시반,디지털을 활용하는 능력과 윤리적인 태도를 함양해 건강한 디지털 시민으로서의 역량을 기른다.
왜관중학교,칠곡군,84,1300,기술가정,함께하는메이커반,기초 바느질과 조리 방법을 실습을 통해 배워 실생활에 적용해본다
왜관중학교,칠곡군,84,1300,영어,영어독서와놀이반,"일상생활을 영어로 간단하게 말할 수 있으며, 영자신문과 짧은 영어 책을 읽고 자신의 생각을 정리하여 말하고 쓸 수 있다."
인평중학교,칠곡군,115,1700,국어,책 속 보물찾기,1. 시의 특성을 이해하고 자신의 정서를 한 편의 글로 표현할 수 있다. 2. 자신의 색깔을 담은 나만의 시집을 만들 수 있다.
인평중학교,칠곡군,115,1700,수학,체험수학,"1. 조작활동을 통하여 수학의 연산 법칙을 이해할 수 있다. 2. 문자와 식, 방정식을 그림으로 표현하여 이해할 수 있다. 3. 교구활동을 통하여 수학과의 연관성 찾고 활동할 수 있다"
인평중학교,칠곡군,115,1700,사회,커뮤니티 프로젝트,1. 자신이 살고 있는 지역 사회에 관심을 갖고 문제점을 찾아 개선해나가는 활동을 할 수 있다. 2. 지역 사회의 문제점을 찾고 개선해나가는 과정을 정리하여 홍보하고 발표할 수 있다.
인평중학교,칠곡군,115,1700,과학,작은 과학자,"1. 각 단원과 연관된 내용을 주제로 한 실험 탐구 과정을 협동적으로 수행하여 적절한 과학 결론을 도 출하고 보고서를 작성할 수 있으며, 안전수칙을 철저히 지키고 정리정돈을 깨끗하게 할 수 있다. 2. 주어진 상황을 자신의 문제로 인식하고, 창의적 설계를 통해 다양한 지식을 융합하여 문제를 해결할 수 있으며, 이를 새로운 문제에 적용하여 도전할 수 있다."
인평중학교,칠곡군,115,1700,영어,리딩클럽,자신의 수준에 맞는 영어 동화나 단편소설을 읽고 글의 내용을 파악하여 주어진 독후 활동을 할 수 있다.
구룡포중학교,포항시,9,700,국어,슬로우 리딩,긴 호흡으로 한 권의 책을 끝까지 읽고 독서 기록장을 바탕으로 한 서평쓰기와 북트레일러 제작 활동을 통해 독 서의 즐거움을 느끼며 모둠 활동을 통한 공동체 역량을 기르는 것을 목표로 한다.
구룡포중학교,포항시,9,700,영어,잉글리시 홀릭,1. 다양한 활동을 통한 영어에 대한 흥미와 긍정적인 태도를 함양한다. 2. 다양한 영어 자료를 통해 영어 표현을 익히고 그 내용을 파악할 수 있다.
구룡포중학교,포항시,9,700,수학,활동 수학반,"? 수학적 개념, 원리, 법칙을 이해하고, 수학적으로 사고하고 의사소통하는 능력을 길러, 여러 가지 현상과 문제 를 수학적으로 고찰함으로써 합리적이고 창의적으로 해결하며, 수학 학습자로서 바람직한 인성과 태도를 기른 다."
구룡포중학교,포항시,9,700,기술가정,메이커 세상 속으로,"1. 메이커 교육에 대해 이해하고, 다양한 방법으로 창의적인 결과물을 만들 수 있다. 2. 메이커 경험을 통해 창의적 사고 역량과 심미적 감성 역량, 공동체 역량을 함양할 수 있다."
구룡포중학교,포항시,9,700,사회,스티커 아트북 랜드마크 완성,"학생들은 주제선택활동의 과정과 평가에 즐겁게 참여하고, 교육적 성취감을 느낌으로써 자기 주도적 학습 능력, 창의력, 문제 해결력, 사회적 기능 등의 핵심 역량을 성공적으로 신장하게 될 것이다."
기계중학교,포항시,8,1400,국어,생활 속 국어,1. 다양한 독서 활동을 통해 책 읽기 능력을 신장시킬 수 있다. 2. 미디어 매체에 나타난 문학적 효과를 찾아보고 토의 토론을 통해 인문 소양을 지니고 따뜻한 공동체의 일원임을 인식할 수 있다.
기계중학교,포항시,8,1400,사회,내 손 안의 세상,"‘ 내가 사는 세계 ’ 를 지도 퍼즐, 비주얼씽킹, 세계의 주요 기후와 음식, 랜드 마크, 주요 도시 여행계 획서 작성 등 다각도에서 탐구해 봄으로써 쉽고 재미있게 이해하는 계기를 마련한다."
기계중학교,포항시,8,1400,수학,함께하는 수학 세계,"1. 생활 주변의 사회 현상, 자연 현상 등의 상황을 수학과 관련지어 교과에 대한 흥미를 갖게 한다. 2. 구체적인 조작 및 탐구활동 등으로 학습 요소의 개념과 원리를 이해한다."
기계중학교,포항시,8,1400,과학,생활 속의 과학탐구,1. 생활 속에 활용되고 있는 과학을 통해 자기 주도적으로 과학을 탐구하는 태도를 기른다. 2. 생활 속에 과학실험을 통해 과학에 흥미를 높여 자신의 소질과 적성에 맞는 미래 설계의 계기를 마련한다.
기계중학교,포항시,8,1400,기술가정,요리하고 조리하고 상상하고 만들고,1. 생활 소품을 만들어 나만의 공간에 적용할 수 있다. 2. 창의성 있는 나만의 레서피를 만들어 활용할 수 있다.
기계중학교,포항시,8,1400,영어,영미권 문화 탐구생활,1. 영미권 문화 탐구를 통해 국제어로써의 영어에 대한 이해도를 높일수 있다. 2. 다양한 영미권 문화를 이해하여 국제 정세의 흐름에 대한 통찰력을 기를수 있다.
대도중학교,포항시,283,2748,국어,전래동화 만들기,"목적에 맞는 인물, 사건, 배경을 설정하여 한 편의 동화를 완성해 공유할 수 있다."
대도중학교,포항시,283,2748,국어,문학과 함께 도담도담,심미적 체험으로서 문학의 특성에 대한 이해를 바탕으로 다양한 관점과 방법으로 작품을 해석한다.
대도중학교,포항시,283,2748,사회,세상은 넓고 할 일은 많다,1. 세계 지도 미션을 통해 여러 나라의 자연적?인문적 특성을 이해할 수 있다. 2. 세계 테마 기행을 시청하고 감상문을 작성할 수 있다. 3. 타이포그래피를 통해 내가 가고 싶은 나라를 소개할 수 있다.
대도중학교,포항시,283,2748,사회,나만의 테마 여행,세계테마기행을 통해 다양한 자연환경과 인문환경의 특징을 알고 이해하는 자세를 기른다. 자신만의 국내 테마 여행을 계획하면서 위치와 장소에 대한 지식을 넓히고 감각을 기른다.
대도중학교,포항시,283,2748,도덕,도덕이 쏘아 올린 작은 공,"1. 일상생활에서 마주하는 다양한 도덕적 문제들을 이해하여 도덕적 민감성을 기른다. 2. 도덕적 주제에 대해 스스로 생각하고 탐구한다. 3. 도덕적 주제에 대하여 생각하고, 느낌으로써 도덕적 실천력을 기를 수 있도록 돕는다."
대도중학교,포항시,283,2748,도덕,미디어 속 세상 읽기,1. 우리 사회의 다양한 도덕적 문제에 대해 관심을 갖고 문제 해결에 동참하고자 하는 의 지를 함양한다. 2. 미디어 속에 나타난 여러 도덕적 문제를 올바로 이해하고 이에 대한 도덕적 사고와 판 단을 할 수 있다.
대도중학교,포항시,283,2748,과학,숨은 과학 찾기,1. 다양한 과학 실험을 통해 숨어 있는 과학 원리를 발견하여 이해한다. 2. 학생들에게 생활 주변의 과학적인 원리를 탐구하는 기회를 부여함으로써 과학적 탐구 능력을 향상시킨다.
대도중학교,포항시,283,2748,과학,일상 생활의 해상도 높이기,"일상 생활에서 관찰할 수 있는 현상을 과학적으로 설명할 수 있고, 이를 통해 과학적 핵심 역량을 기를 수 있다."
대동중학교,포항시,135,1700,과학,사이언스 픽,1. 다양한 탐구활동을 통해 창의적 해결력을 기르고 과학적 소양을 함유한다. 2. 자연 현상에 의문을 가지고 탐구하여 자연의 원리와 법칙을 찾아내고 지식 체계를 만든다.
대동중학교,포항시,135,1700,사회,모두가 행복한 교실(법교육),1. 다양한 예술 작품 속 법 이야기를 현대적 관점에서 문제점과 의문점을 찾아봄으로써 법 의 정의와 계약을 이해하여 올바른 가치관 정립과 민주시민으로서 태도를 기를 수 있 다. 2. 학생들이 직접 재판의 주인공이 되어 재판을 진행하여 형사절차에 대한 이해를 높이고 더 나아가 법적 문제에 대한 올바른 사고 방법과 문제해결능력을 증진시킬 수 있다.
대동중학교,포항시,135,1700,영어,세계테마여행,"1. 인터넷을 통해 영어를 사용하는 나라를 여행하고, 관심있는 분야의 테마를 정하여 스토리보드에 그림과 영어 문장으로 설명하면서 발표를 통해 자신감을 키운다. 2. 외국의 문화와 정보를 이해하고 기본 영어능력을 배양시키는데 역점을 둔다. 3. 외국문화에 대한 개방적인 태도와 글로벌 시민의식을 함께 기르도록 유도한다."
대동중학교,포항시,135,1700,국어,"문학에게 길을 묻다, 문학신문반","1. 문학에 대한 이해를 높이고, 문학을 활용하여 인문학에 대한 통찰력을 기를 수 있다. 2. 문학 신문 제작의 체험을 통해 의사소통 능력과 협업 능력을 함양할 수 있다."
대동중학교,포항시,135,1700,영어,감성영어공작소,"1. 다양한 매체를 이용한 영어학습을 통해 영어를 듣는 것에 익숙해 진다. 2. 실생활에서 자주 사용하는 영어 표현의 학습과 실습을 통해 영어회화 능력을 기른다. 3. 다양한 영어표현을 직접 말해보고 발표해 봄으로써 영어로 말하는 것에 자신감을 기른다. 4. 영어의 다양한 리듬, 강세, 억양, 어구나 문장의 연음, 축약 등을 학습하고 적용한다."
대동중학교,포항시,135,1700,국어,문학 달력 만들기,문학 작품을 읽고 든 생각이나 느낌에 대하여 다양한 방법을 활용하여 문학 달력을 만든 다.
대동중학교,포항시,135,1700,수학,체험수학,다양한 체험과 조작 활동을 통해 수학의 재미를 일깨우고 실생활 속에서 수학의 쓰임을 탐 구하는 기회를 갖고자 한다.
대동중학교,포항시,135,1700,국어,책읽고 책만들기,1. 소설에 구현된 다양한 세계를 간접 경험함으로써 상상력을 기르고 창의적 사고력을 배양한다. 2. 소설을 읽고 다양한 독후활동을 통하여 자신의 삶에 적용해 질문하고 답을 찾아가는 문제해결능력을 증진한다. 3. 책을 제작하는 즐거움과 성취감을 얻게 한다.
대동중학교,포항시,135,1700,사회,사방팔방 지리여행,"실제 우리 생활에서 나타나는 다양한 사회, 지리적 현상들을 탐구하여 일반사회, 지리에 대한 개념을 실생활에 적용할 수 있는 활용능력을 기른다."
대동중학교,포항시,135,1700,과학,씽킹 사이언스,?자연 현상과 사물에 대하여 흥미와 호기심을 가지고 탐구하여 과학의 기본 개념을 이해할 수 있다. ?과학적 사고력과 창의적 문제 해결력을 길러 일상생활의 문제를 해결할 줄 아는 과학적 소양을 기른 다. ? 과학 학습의 즐거움과 과학의 유용성을 인식하여 평생 학습 능력을 기른다
대동중학교,포항시,135,1700,과학,뉴턴따라잡기,"1. 과학에 대한 흥미를 높이고, 실험을 통해 과학적 탐구하는 능력을 기를 수 있다. 2. 과학사를 배우며, 과학이 기술 발전과 사회 발전에 미치는 영향을 파악할 수 있다."
대동중학교,포항시,135,1700,역사,고대 건국 신화 분석을 통한 역사 연구,1. 학생 스스로 다양한 역사적 자료를 활용하여 학습할 수 있도록 하며 이를 통해 통찰력을 기른다. 2. 사료를 탐구하고 해석하는 과정을 통해서 스스로 문제의식을 가지고 비판적으로 사고하는 능력을 기른다
대동중학교,포항시,135,1700,수학,스토리텔링 수학,"? 바람직한 수학적인 사고와 미래지향적인 비전을 가지며 수학교육의 세계적인 추세가 되고 있는 스토리텔링 수학 교육을 목표로 한다. ? 멘사논리, 추리문제를 통하여 수학에 이야기를 더하며, 수학에 대한 부담을 덜어주고, 수학 의 재미를 학생들이 느끼게 한다."
대동중학교,포항시,135,1700,수학,수학자 탐방,? 수학의 역사는 인류의 역사와 더불어 시작되었다고 할 만큼 오래되었다. 수학자를 통해 수학적 개 념이 나온 맥락을 알고 수학 교과에 대한 흥미와 관심을 높이는 것이며 다양한 수학적 체험 활동을 통하여 학생들의 상상력과 창의력을 개발하고 이를 표현할 수 있다. ? ebs math 영상을 보고 기자가 되어 수학적 내용을 정리하고 표현하여 발표할 수 있다.
대동중학교,포항시,135,1700,영어,영어 미디어 활용반,1. 영어 관련 동영상 자료를 보고 실생활에 쓰이는 유용한 표현을 익힐 수 있다. 2. 영어 미디어 활용의 반복 학습을 통해 재미있는 수업 동기화를 부여할 수 있다
대보중학교,포항시,3,500,국어,역량을 기르는 문학 활동,1. 영화와 문학을 접목해 텍스트 독해력을 키우고 비판적 사고력 및 감수성을 키울 수 있다. 2. 문학 감상을 통해 자신을 성찰하고 생각과 느낌을 담아 시와 수필로 표현할 수 있다.
대보중학교,포항시,3,500,수학,활동 수학반,"? 수학적 개념, 원리, 법칙을 이해하고, 수학적으로 사고하고 의사소통하는 능력을 길러, 여러 가지 현상과 문제를 수학적으로 고찰함으로써 합리적이고 창의적으로 해결하며, 수학 학습자로서 바람직 한 인성과 태도를 기른다."
대보중학교,포항시,3,500,영어,감성 영어 작업실,1. 교과서에서 다룬 주제 및 일상생활과 관련된 주제를 다양한 수업 방법을 통하여 학습자들이 영어로 표현하는 기회를 가지게 한다. 2. 언어의 4기능을 통합하는 수업을 진행함으로써 학습자들이 영어를 학습하려는 동기를 높인다
대보중학교,포항시,3,500,기술가정,패션 탐구반,1. 패션과 관련한 지식과 자기표현 능력을 함양할 수 있다. 2. 친환경적인 의생활을 실천할 수 있다.
대송중학교,포항시,7,600,국어,사진을 활용한 시 창작하기,사람들은 일상의 경험에서 인상 깊은 모습을 보거나 감동을 느낄 때 사진을 찍어 간직 하곤 한다. 그 사진에 짧은 글을 곁들이면 멋진 시가 된다. 사진을 활용한 시를 창작하 여 어렵다고 생각하여 멀리했던 시가 가까이 다가오는 것을 경험하게 될 것이다.
대송중학교,포항시,7,600,기술가정,손끝으로 만나는 세상,"가정생활에 대한 지식, 능력, 가치 판단력을 함양하여 실천적 문제 해결을 통해 자립 적인 삶을 영위하고 실생활에 적용할 수 있도록 한다."
대송중학교,포항시,7,600,과학,사고하는 과학반,"1. 교과 내, 교과 연계 등 다양한 탐구과정을 통하여 과학적 창의력과 소양을 증진시킨다. 2. 일상생활과 관련된 주제를 선정하여 탐구함으로써 과학이 일상생활과 밀접한 관련이 있음을 안다."
대송중학교,포항시,7,600,수학,체험수학,체험활동을 통한 수학의 원리 이해와 흥미를 유발하여 문제해결력을 기른다.
대흥중학교,포항시,122,1700,사회,세계지도 속 세상 읽기,"1. 다양한 문화 요소를 기준으로 문화지역을 구분해 보고, 지역별로 문화적 차이가 발생하는 이유를 지역의 자연환경 · 경제적 환경의 관점에서 파악하여 설명할 수 있다. 2. 세계적으로 유명하거나 매력적인 도시의 위치와 특징을 지도 속에 표현할 수 있다."
대흥중학교,포항시,122,1700,도덕,나를 찾아서 떠나는 여행,1. 자아를 탐색하고 도덕적인 관점에서 자신의 모습을 평가하고 성찰 할 수 있다. 2. 목적의 중요성을 인식하고 바람직한 삶의 목적을 설정하고 삶의 방향을 잡아 나갈 수 있다
대흥중학교,포항시,122,1700,국어,슬로우리딩,1. 어린왕자 소설을 읽고 슬로우리딩의 즐거움을 느낀다. 2. 어린왕자 소설을 바탕으로 바탕으로 자신의 생각을 글 또는 다양한 학습중심으로 표현해 본다
대흥중학교,포항시,122,1700,국어,나만의 꿈책 만들기,"1. 자신의 과거, 현재, 미래 모습을 알아가는 과정을 통해 자아정체성을 확립할 수 있다. 2. 자신의 적성과 흥미를 파악하여 진로에 대해 탐색하고 설계하는 경험을 통해 자신의 꿈과 끼를 찾 을 수 있다. 3. 나의 꿈을 찾고 구체적인 계획을 세워 꿈을 구체화할 수 있다."
대흥중학교,포항시,122,1700,기술가정,미래 모빌리티 세상,1. 모빌리티의 개념과 필요성을 설명할 수 있다. 2. 지속 가능한 미래를 위한 에너지 전환의 필요성을 설명할 수 있다. 3. 모빌리티로 만드는 지속 가능한 미래를 설계할 수 있다.
동지여자중학교,포항시,61,1100,국어,슬기로운 미디어 생활,미디어 생활의 이해와 문제점 찾고 해결 방안 실천하기
동지여자중학교,포항시,61,1100,국어,재미있는 소설 읽기,지정 독서와 본인 선택 독서 활동과 독후활동을 통해 얻은 감동과 교훈을 공유하고 자신의 생 활을 성찰하고 삶의 목표를 설정하는 계기로 삼을 수 있다.
동지여자중학교,포항시,61,1100,수학,창의력을 향상시키는 수학,"수학과 관련된 만들기, 탐구활동을 통하여 수학 교과에 대한 관심과 흥미를 유도하고 창의력 과 문제해결력을 배양한다."
동지여자중학교,포항시,61,1100,수학,즐기면서배우는 수학,"·수학과 관련된 만들기, 탐구활동을 통하여 수학 교과에 대한 관심과 흥미를 유도하고 창의력 과 문제해결력을 배양한다."
동지여자중학교,포항시,61,1100,수학,만들면서 배우는 수학,"·수학과 관련된 만들기, 탐구활동을 통하여 수학 교과에 대한 관심과 흥미를 유도하고 창의력 과 문제해결력을 배양한다."
동지여자중학교,포항시,61,1100,과학,과학탐구,1. 과학적 사고력을 가질수 있도록 다양한 경험을 제공한다. 2. 단순한 지식 전달을 지양하고 다양한 활동 통해 탐구해결능력을 기를수 있도록 한다.
동지여자중학교,포항시,61,1100,과학,상상 플러스,1. 학생의 적성과 소질을 키울 수 있는 다양한 경험을 제공한다. 2. 단순한 지식 전달이 아닌 활동과 경험을 통한 지식의 체득을 목표로 한다.
동지여자중학교,포항시,61,1100,영어,그린 투게더,1. 지구촌 환경시민이 되어 소통할 수 있다. 2. 다양한 환경관련 소재를 영어교과에 활용할 수 있다.
동지여자중학교,포항시,61,1100,영어,영어 잡지 만들기,1. 다양한 한국의 문화에 대해 영어로 배우고 이해할 수 있다. 2. 자신의 관심 분야를 생각해 보고 이를 바탕으로 영어 잡지를 만들 수 있다.
동지중학교,포항시,84,1300,국어,슬기로운 매체생활,1. 여러 매체의 종류와 특징을 이해하고 설명할 수 있다. 2. 매체를 비판적으로 수용할 수 있다.
동지중학교,포항시,84,1300,국어,독서와 표현,? 독서를 통해 삶을 성찰하는 태도를 지닌다. ? 독서를 통해 드러난 삶의 양식을 다양하게 표현해 보면서 재구성할 수 있다. ? 의견을 교환하고 합리적으로 문제를 해결하는 과정을 통하여 공동체의 삶을 이해한다.
동지중학교,포항시,84,1300,영어,영어UCC만들기,?학생들이 장래 직업에 대한 다양한 경험의 기회를 가질 수 있도록 다양한 주제 및 활동을 통해 사고확장의 경험을 갖는다
동지중학교,포항시,84,1300,수학,수학교과서와 함께하는 종이접기,"1. 수학적·입체적·공간적 사고능력을 향상한다. 2. 색종이로 평면도형과 입체도형을 만들면서 자연스럽게 도형들 속에 있는 수학적 내용을 이해한다. 3. 책을 통해 이론이 아닌, 재미있는 종이접기를 통해 수학적 사고를 기를 수 있는 색다른 학습방법을 만날 수 있다."
동지중학교,포항시,84,1300,수학,만들면서 배우는 수학,1. 수학적 ·입체적·공간적 사고능력을 향상한다. 2. 종이접기로 평면도형과 입체도형을 만들어 보는 활동을 통하여 도형들 속에 숨어 있는 수학적 내용을 이해할 수 있다. 2. 종이접기를 통해 사물에 대한 관찰력을 키우고 수학적 호기심을 갖게 하고 수학적 사고력을 키울 수 있다.
동지중학교,포항시,84,1300,과학,과학실험반,? 여러 가지 과학실험을 통해 일상생활과 관련된 과학적 지식을 습득한다. ? 과학 실험을 통해 창의 융합적인 사고를 하는데 기초가 되게 함.
동지중학교,포항시,84,1300,과학,3D 융합과학,? 3D 모델링과 3D 프린트 출력을 통해 학생들이 4차 산업혁명과 관련된 분야의 기술을 직접 체험함. ? 변화하는 직업 세계에 능동적으로 대처하는 창의 융합적인 인재 양성을 하는데 기초가 되게 함.
동지중학교,포항시,84,1300,도덕,딜레마 토론반,1. 실제 현실 속의 갈등 상황이나 가상 현실 속의 갈등 상황에서 자신의 입장을 정립하고 주장하며 도덕적 민감성과 도덕적 판단력을 기른다. 2. 도덕적인 딜레마가 발생할 수 있는 상황을 스스로 만들어보며 도덕적 상상력을 기른다.
상도중학교,포항시,66,1130,국어,꼭꼭 씹어 책 읽기,"한 가지 작품을 읽고 다양한 방법으로 표현하면서 작품을 깊이 있게 이해할 수 있으며, 읽기 경험을 나누는 즐거움을 느낄 수 있다."
상도중학교,포항시,66,1130,도덕,"도덕이 술술, 생각이 쑥쑥",1. 다양한 주제를 통해 도덕적 지식을 갖추고 실생활에 적용할 수 있다. 2. 의사소통 능력과 협업 능력을 함양할 수 있다.
상도중학교,포항시,66,1130,수학,수학으로 세상보기,"1. 수학이 일상생활 속에서 쓰이는 예를 통해 수학의 유용성을 느낄 수 있도록 한다. 2. 학생들이 수학의 원리를 이용하여 직접 체험할 수 있는 과제를 제시함으로써, 수학에 대한 관심을 증대시키고, 자신감을 신장시킨다. 3. 친구들과 수학적 의사소통의 나눔과 상호교류 활동을 통해 바른 인성 및 공동체 의식을 함양한다."
상도중학교,포항시,66,1130,과학,과학이 톡톡,1. 과학이 인류 문명의 발달에 미친 영향을 설명할 수 있다. 2. 모둠 탐구 실험을 통해 과학적 의사소통과 상호 교류 활동을 통해 바른 인성 및 공동체 의식을 함양할 수 있다.
상도중학교,포항시,66,1130,영어,영어로 세계로,1. 영어에 흥미와 자신감을 가지며 의사소통을 할 수 있는 기본 능력을 기를 수 있도록 한다. 2. 일상생활과 일반적인 화제에 관해서 자연스럽게 의사소통을 할 수 있도록 한다. 3. 외국의 다양한 정보와 문화를 이해하고 수용하여 이를 활용할 수 있는 능력을 기르며 우리 문화에 대한 올바른 가치관을 정립한다.
